ï»¿DATA_REFERENCIA,LLOC_NAIXAMENT,NACIONALITAT,NIVELL_ESTUDI,POBLACIO
2011,NOVA ZELANDA                  ,NOVA ZELANDA                  ,"Llicenciat Universitari, Arqui",1
2011,BOLÍVIA                       ,ESPANYA                       ,Sense estudis                 ,1
2013,"GUINEA, LA                    ","GUINEA, LA                    ",Ensenyament primari incomplert,6
2015,ESPANYA                       ,FRANÇA                        ,Batxiller superior. BUP. Batxi,1
2011,EGIPTE                        ,EGIPTE                        ,Batxiller superior. BUP. Batxi,1
2011,"ARGENTINA, L                  ",ESPANYA                       ,Doctorat i Estudis de postgrau,5
2016,"REPÚBLICA DOMINICANA, LA      ",ESPANYA                       ,"Batxiller Elemental, Graduat E",233
2015,ROMANIA                       ,ESPANYA                       ,Diplomat en Escoles Università,1
2017,"XINA, LA                      ",ESPANYA                       ,Ensenyament primari incomplert,23
2012,PORTUGAL                      ,PORTUGAL                      ,Diplomat en Escoles Università,8
2014,"BRASIL, EL                    ",ESPANYA                       ,Formació professional de Segon,8
2012,XILE                          ,ESPANYA                       ,Formació professional de Segon,12
2017,ESPANYA                       ,HONDURES                      ,Sense estudis                 ,1
2012,FRANÇA                        ,ESPANYA                       ,No sap llegir ni escriure     ,7
2017,"BRASIL, EL                    ","BRASIL, EL                    ",Diplomat en Escoles Università,13
2012,"MARROC, EL                    ",ALGÈRIA                       ,Doctorat i Estudis de postgrau,1
2014,TUNÍSIA                       ,ESPANYA                       ,"Batxiller Elemental, Graduat E",2
2015,SUÏSSA                        ,SUÏSSA                        ,"Llicenciat Universitari, Arqui",1
2015,"EQUADOR, L                    ",ESPANYA                       ,Altres titulacions mitjanes (A,14
2015,KENYA                         ,ESPANYA                       ,Diplomat en Escoles Università,1
2014,ESPANYA                       ,FRANÇA                        ,"Llicenciat Universitari, Arqui",1
2012,ESPANYA                       ,ESPANYA                       ,"Batxiller Elemental, Graduat E",38254
2011,BULGÀRIA                      ,BULGÀRIA                      ,Desconegut                    ,25
2017,"ARGENTINA, L                  ",ITÀLIA                        ,Arquitecte o Enginyer Tècnic  ,3
2015,ESPANYA                       ,VENEÇUELA                     ,No aplicable per ser més petit,9
2011,COREA DEL SUD                 ,COREA DEL SUD                 ,Ensenyament primari incomplert,1
2016,COSTA RICA                    ,COSTA RICA                    ,Doctorat i Estudis de postgrau,3
2013,ESPANYA                       ,"SENEGAL, EL                   ","Batxiller Elemental, Graduat E",1
2015,ITÀLIA                        ,ITÀLIA                        ,Altres titulacions mitjanes (A,7
2014,ESLOVÀQUIA                    ,ESLOVÀQUIA                    ,"Batxiller Elemental, Graduat E",2
2011,"EQUADOR, L                    ",ITÀLIA                        ,"Batxiller Elemental, Graduat E",7
2013,PORTUGAL                      ,PORTUGAL                      ,Sense estudis                 ,15
2016,"NEPAL,EL                      ","NEPAL,EL                      ",Desconegut                    ,1
2017,"GUINEA BISSAU, LA             ","GUINEA BISSAU, LA             ","Batxiller Elemental, Graduat E",5
2016,RÚSSIA                        ,RÚSSIA                        ,Formació professional Primer G,9
2013,"XINA, LA                      ",ESPANYA                       ,No sap llegir ni escriure     ,6
2016,"REGNE UNIT, EL                ",ESPANYA                       ,Formació professional Primer G,1
2017,"XINA, LA                      ",ESPANYA                       ,No sap llegir ni escriure     ,2
2014,"ARGENTINA, L                  ",FRANÇA                        ,Batxiller superior. BUP. Batxi,3
2014,ALGÈRIA                       ,ALGÈRIA                       ,No sap llegir ni escriure     ,1
2012,BÈLGICA                       ,BÈLGICA                       ,Ensenyament primari incomplert,1
2012,"REPÚBLICA DOMINICANA, LA      ",ITÀLIA                        ,Desconegut                    ,1
2016,JAMAICA                       ,JAMAICA                       ,Formació professional Primer G,1
2011,"ARGENTINA, L                  ","ARGENTINA, L                  ",Formació professional Primer G,25
2016,"XINA, LA                      ","XINA, LA                      ",Diplomat en Escoles Università,8
2014,GHANA                         ,GHANA                         ,Batxiller superior. BUP. Batxi,1
2015,HONGRIA                       ,ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2017,"MARROC, EL                    ",ESPANYA                       ,Doctorat i Estudis de postgrau,8
2016,"ARGENTINA, L                  ",ITÀLIA                        ,Formació professional de Segon,15
2012,ESPANYA                       ,PORTUGAL                      ,Ensenyament primari incomplert,3
2017,"PANAMÀ, EL                    ","PANAMÀ, EL                    ",Doctorat i Estudis de postgrau,1
2012,ESPANYA                       ,GEÒRGIA                       ,No aplicable per ser més petit,4
2017,VENEÇUELA                     ,FRANÇA                        ,"Llicenciat Universitari, Arqui",2
2014,POLÒNIA                       ,ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2017,"BRASIL, EL                    ",PORTUGAL                      ,"Llicenciat Universitari, Arqui",1
2012,ARMÈNIA                       ,ARMÈNIA                       ,Desconegut                    ,11
2015,XILE                          ,XILE                          ,No sap llegir ni escriure     ,1
2016,"PAKISTAN, EL                  ","PAKISTAN, EL                  ",Desconegut                    ,43
2016,ESPANYA                       ,"REPÚBLICA DOMINICANA, LA      ","Batxiller Elemental, Graduat E",1
2014,"IRAN, L                       ","IRAN, L                       ",Altres titulacions mitjanes (A,2
2013,"BRASIL, EL                    ","ESTATS UNITS D AMÈRICA, ELS   ","Llicenciat Universitari, Arqui",1
2016,BIELORÚSSIA                   ,BIELORÚSSIA                   ,Formació professional Primer G,1
2017,"REPÚBLICA DOMINICANA, LA      ","REPÚBLICA DOMINICANA, LA      ",Formació professional Primer G,16
2015,"ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ",Desconegut                    ,5
2015,ALGÈRIA                       ,ESPANYA                       ,Desconegut                    ,3
2016,ESPANYA                       ,"XINA, LA                      ",Ensenyament primari incomplert,25
2014,CUBA                          ,CUBA                          ,Sense estudis                 ,2
2017,BIELORÚSSIA                   ,BIELORÚSSIA                   ,Formació professional de Segon,1
2014,"EQUADOR, L                    ","EQUADOR, L                    ",Batxiller superior. BUP. Batxi,162
2011,HONDURES                      ,ESPANYA                       ,"Llicenciat Universitari, Arqui",4
2012,"ARGENTINA, L                  ","ARGENTINA, L                  ",Formació professional Primer G,19
2015,"SENEGAL, EL                   ",ESPANYA                       ,Diplomat en Escoles Università,2
2016,GUATEMALA                     ,GUATEMALA                     ,No aplicable per ser més petit,2
2012,"ARGENTINA, L                  ",ESPANYA                       ,Doctorat i Estudis de postgrau,7
2014,ESPANYA                       ,VENEÇUELA                     ,No aplicable per ser més petit,11
2015,FRANÇA                        ,FRANÇA                        ,Arquitecte o Enginyer Tècnic  ,2
2017,"EQUADOR, L                    ",ITÀLIA                        ,Ensenyament primari incomplert,1
2011,COLÒMBIA                      ,VENEÇUELA                     ,Batxiller superior. BUP. Batxi,1
2017,EGIPTE                        ,EGIPTE                        ,Sense estudis                 ,1
2016,COSTA RICA                    ,ESPANYA                       ,Ensenyament primari incomplert,2
2016,"ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ",Altres titulacions mitjanes (A,2
2013,"EQUADOR, L                    ",ESPANYA                       ,"Batxiller Elemental, Graduat E",555
2013,"URUGUAI, L                    ","PERÚ, EL                      ","Llicenciat Universitari, Arqui",1
2015,"ÍNDIA, L                      ","ÍNDIA, L                      ",Formació professional de Segon,3
2013,"PARAGUAI, EL                  ","PARAGUAI, EL                  ","Batxiller Elemental, Graduat E",313
2012,"IRAQ, L                       ","IRAQ, L                       ",Batxiller superior. BUP. Batxi,1
2015,TRINITAT I TOBAGO             ,TRINITAT I TOBAGO             ,"Batxiller Elemental, Graduat E",1
2011,"MARROC, EL                    ",BÈLGICA                       ,"Batxiller Elemental, Graduat E",1
2012,HONDURES                      ,ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2011,VENEÇUELA                     ,ITÀLIA                        ,"Batxiller Elemental, Graduat E",3
2011,"URUGUAI, L                    ","URUGUAI, L                    ",Ensenyament primari incomplert,61
2015,ESLOVÈNIA                     ,ESLOVÈNIA                     ,"Batxiller Elemental, Graduat E",1
2015,ESPANYA                       ,PORTUGAL                      ,No sap llegir ni escriure     ,2
2011,MALI                          ,ESPANYA                       ,Sense estudis                 ,1
2016,"URUGUAI, L                    ",ESPANYA                       ,No sap llegir ni escriure     ,1
2011,NICARAGUA                     ,ESPANYA                       ,Diplomat en Escoles Università,2
2016,"URUGUAI, L                    ","URUGUAI, L                    ",Desconegut                    ,15
2017,"URUGUAI, L                    ",ESPANYA                       ,Batxiller superior. BUP. Batxi,51
2017,HONDURES                      ,HONDURES                      ,Ensenyament primari incomplert,112
2013,XILE                          ,ITÀLIA                        ,Batxiller superior. BUP. Batxi,2
2013,BULGÀRIA                      ,BULGÀRIA                      ,Sense estudis                 ,2
2014,"PAÏSOS BAIXOS, ELS            ","MARROC, EL                    ",Desconegut                    ,1
2014,"PANAMÀ, EL                    ",ESPANYA                       ,"Llicenciat Universitari, Arqui",1
2012,ESPANYA                       ,VENEÇUELA                     ,"Batxiller Elemental, Graduat E",1
2012,"PAKISTAN, EL                  ","PAKISTAN, EL                  ",Diplomat en Escoles Università,3
2015,HONDURES                      ,HONDURES                      ,Batxiller superior. BUP. Batxi,41
2011,ESPANYA                       ,TUNÍSIA                       ,No aplicable per ser més petit,2
2011,HONGRIA                       ,FRANÇA                        ,"Llicenciat Universitari, Arqui",1
2016,"ARGENTINA, L                  ",POLÒNIA                       ,"Llicenciat Universitari, Arqui",1
2017,CUBA                          ,ITÀLIA                        ,Ensenyament primari incomplert,1
2011,"REPÚBLICA DOMINICANA, LA      ","REPÚBLICA DOMINICANA, LA      ",No aplicable per ser més petit,31
2011,COLÒMBIA                      ,ESPANYA                       ,Desconegut                    ,12
2017,"PAKISTAN, EL                  ","PAKISTAN, EL                  ",Formació professional Primer G,9
2013,"CAMERUN, EL                   ","CAMERUN, EL                   ",Diplomat en Escoles Università,1
2015,ESPANYA                       ,"PAÏSOS BAIXOS, ELS            ","Llicenciat Universitari, Arqui",1
2013,LITUÀNIA                      ,LITUÀNIA                      ,Diplomat en Escoles Università,2
2011,ESPANYA                       ,SIERRA LEONE                  ,No aplicable per ser més petit,2
2015,IRLANDA                       ,IRLANDA                       ,Desconegut                    ,1
2014,SUÈCIA                        ,SUÈCIA                        ,"Llicenciat Universitari, Arqui",1
2017,"ESTATS UNITS D AMÈRICA, ELS   ",COLÒMBIA                      ,"Llicenciat Universitari, Arqui",1
2013,MOLDÀVIA                      ,MOLDÀVIA                      ,"Llicenciat Universitari, Arqui",6
2016,INDONÈSIA                     ,INDONÈSIA                     ,Diplomat en Escoles Università,1
2017,"URUGUAI, L                    ","URUGUAI, L                    ",No aplicable per ser més petit,2
2013,"BRASIL, EL                    ",ESPANYA                       ,Formació professional de Segon,8
2014,"PAÏSOS BAIXOS, ELS            ","PAÏSOS BAIXOS, ELS            ",Formació professional de Segon,2
2017,VENEÇUELA                     ,ESPANYA                       ,No aplicable per ser més petit,11
2013,ESPANYA                       ,"ARGENTINA, L                  ",No aplicable per ser més petit,11
2017,"ARGENTINA, L                  ",PORTUGAL                      ,Formació professional de Segon,1
2016,ESPANYA                       ,"CAMERUN, EL                   ",No aplicable per ser més petit,1
2011,ITÀLIA                        ,ITÀLIA                        ,"Llicenciat Universitari, Arqui",43
2014,ESPANYA                       ,GÀMBIA                        ,No aplicable per ser més petit,7
2017,ESPANYA                       ,ISLÀNDIA                      ,Formació professional de Segon,1
2011,COSTA RICA                    ,COSTA RICA                    ,Diplomat en Escoles Università,2
2015,ARMÈNIA                       ,ARMÈNIA                       ,Formació professional Primer G,1
2013,RÚSSIA                        ,RÚSSIA                        ,"Batxiller Elemental, Graduat E",42
2015,COREA DEL SUD                 ,COREA DEL SUD                 ,"Batxiller Elemental, Graduat E",3
2015,"ESTATS UNITS D AMÈRICA, ELS   ",ESPANYA                       ,Doctorat i Estudis de postgrau,4
2013,CUBA                          ,ESPANYA                       ,Desconegut                    ,7
2016,FRANÇA                        ,"MARROC, EL                    ",No aplicable per ser més petit,4
2015,ETIÒPIA                       ,ESPANYA                       ,No aplicable per ser més petit,23
2015,ALTRES PAÏSOS D ÀSIA          ,"ESTATS UNITS D AMÈRICA, ELS   ",Ensenyament primari incomplert,1
2011,"MARROC, EL                    ",ALGÈRIA                       ,Doctorat i Estudis de postgrau,1
2015,"PANAMÀ, EL                    ",ESPANYA                       ,"Llicenciat Universitari, Arqui",1
2011,EGIPTE                        ,EGIPTE                        ,Desconegut                    ,2
2014,COLÒMBIA                      ,ALEMANYA                      ,Desconegut                    ,2
2016,ESPANYA                       ,"PAKISTAN, EL                  ","Batxiller Elemental, Graduat E",1
2017,MOLDÀVIA                      ,MOLDÀVIA                      ,Formació professional de Segon,2
2015,"ARGENTINA, L                  ",ITÀLIA                        ,Desconegut                    ,10
2012,ALEMANYA                      ,ESPANYA                       ,"Llicenciat Universitari, Arqui",13
2012,ESPANYA                       ,"REGNE UNIT, EL                ",Sense estudis                 ,1
2013,ESLOVÈNIA                     ,ESLOVÈNIA                     ,Arquitecte o Enginyer Tècnic  ,1
2016,"PARAGUAI, EL                  ","PARAGUAI, EL                  ",Ensenyament primari incomplert,153
2014,SUÏSSA                        ,SUÏSSA                        ,Arquitecte o Enginyer Tècnic  ,1
2014,"BRASIL, EL                    ",ESPANYA                       ,Doctorat i Estudis de postgrau,2
2012,"SENEGAL, EL                   ","SENEGAL, EL                   ",Arquitecte o Enginyer Tècnic  ,3
2015,ALEMANYA                      ,ALEMANYA                      ,No aplicable per ser més petit,1
2015,HONGRIA                       ,HONGRIA                       ,"Batxiller Elemental, Graduat E",2
2017,CUBA                          ,CUBA                          ,No sap llegir ni escriure     ,1
2011,FRANÇA                        ,ESPANYA                       ,"Llicenciat Universitari, Arqui",24
2012,"GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ",Ensenyament primari incomplert,9
2013,"ARGENTINA, L                  ",BÈLGICA                       ,"Batxiller Elemental, Graduat E",1
2011,"CAMERUN, EL                   ",ESPANYA                       ,"Llicenciat Universitari, Arqui",1
2013,EL SALVADOR                   ,EL SALVADOR                   ,Ensenyament primari incomplert,11
2017,"NEPAL,EL                      ","NEPAL,EL                      ","Llicenciat Universitari, Arqui",1
2013,SUÏSSA                        ,SUÏSSA                        ,"Batxiller Elemental, Graduat E",2
2013,UCRAÏNA                       ,UCRAÏNA                       ,Desconegut                    ,16
2014,GUATEMALA                     ,GUATEMALA                     ,"Batxiller Elemental, Graduat E",4
2016,GHANA                         ,ESPANYA                       ,Formació professional de Segon,1
2017,HONGRIA                       ,HONGRIA                       ,Batxiller superior. BUP. Batxi,1
2014,ESPANYA                       ,"REPÚBLICA DOMINICANA, LA      ",Ensenyament primari incomplert,8
2017,EL SALVADOR                   ,ESPANYA                       ,"Batxiller Elemental, Graduat E",10
2012,MÈXIC                         ,MÈXIC                         ,No sap llegir ni escriure     ,1
2011,"PERÚ, EL                      ",ESPANYA                       ,Desconegut                    ,12
2011,UCRAÏNA                       ,UCRAÏNA                       ,Titulats d estudis superiors n,3
2017,HONDURES                      ,HONDURES                      ,No aplicable per ser més petit,13
2017,ESPANYA                       ,MÈXIC                         ,No aplicable per ser més petit,1
2016,BOLÍVIA                       ,BOLÍVIA                       ,Diplomat en Escoles Università,10
2017,NIGÈRIA                       ,ESPANYA                       ,Ensenyament primari incomplert,3
2017,"NEPAL,EL                      ",ESPANYA                       ,Ensenyament primari incomplert,1
2011,"JAPÓ, EL                      ",ESPANYA                       ,No aplicable per ser més petit,2
2013,"REPÚBLICA TXECA, LA           ","REPÚBLICA TXECA, LA           ",Batxiller superior. BUP. Batxi,3
2015,"ARGENTINA, L                  ",ESPANYA                       ,Diplomat en Escoles Università,50
2016,BOLÍVIA                       ,ESPANYA                       ,"Batxiller Elemental, Graduat E",78
2017,"ESTATS UNITS D AMÈRICA, ELS   ",FRANÇA                        ,Doctorat i Estudis de postgrau,1
2014,XILE                          ,XILE                          ,No sap llegir ni escriure     ,1
2017,ALGÈRIA                       ,APÀTRIDES                     ,Ensenyament primari incomplert,1
2015,IRLANDA                       ,IRLANDA                       ,"Batxiller Elemental, Graduat E",2
2017,"PARAGUAI, EL                  ",ESPANYA                       ,"Batxiller Elemental, Graduat E",45
2013,BÈLGICA                       ,BÈLGICA                       ,"Llicenciat Universitari, Arqui",9
2014,UCRAÏNA                       ,UCRAÏNA                       ,Arquitecte o Enginyer Tècnic  ,3
2017,"REPÚBLICA DOMINICANA, LA      ",ESPANYA                       ,No sap llegir ni escriure     ,3
2017,ALEMANYA                      ,ALEMANYA                      ,"Llicenciat Universitari, Arqui",19
2017,EL SALVADOR                   ,ESPANYA                       ,Altres titulacions mitjanes (A,1
2011,GUATEMALA                     ,GUATEMALA                     ,No aplicable per ser més petit,4
2014,KENYA                         ,ESPANYA                       ,Diplomat en Escoles Università,1
2012,GHANA                         ,ESPANYA                       ,Altres titulacions mitjanes (A,1
2015,ESPANYA                       ,ESPANYA                       ,Diplomat en Escoles Università,8102
2015,ROMANIA                       ,ROMANIA                       ,No aplicable per ser més petit,38
2012,XILE                          ,XILE                          ,Diplomat en Escoles Università,17
2017,COREA DEL SUD                 ,COREA DEL SUD                 ,"Batxiller Elemental, Graduat E",2
2017,"GUINEA, LA                    ","GUINEA, LA                    ",Ensenyament primari incomplert,7
2011,COLÒMBIA                      ,"PAÏSOS BAIXOS, ELS            ",Diplomat en Escoles Università,1
2014,CUBA                          ,CUBA                          ,Desconegut                    ,25
2014,"MARROC, EL                    ",ESPANYA                       ,Arquitecte o Enginyer Tècnic  ,9
2014,ÀUSTRIA                       ,ÀUSTRIA                       ,"Batxiller Elemental, Graduat E",2
2015,"PERÚ, EL                      ",ESPANYA                       ,Arquitecte o Enginyer Tècnic  ,14
2017,"SENEGAL, EL                   ","SENEGAL, EL                   ",Altres titulacions mitjanes (A,5
2014,COLÒMBIA                      ,COLÒMBIA                      ,Sense estudis                 ,4
2014,XILE                          ,XILE                          ,"Llicenciat Universitari, Arqui",25
2012,LETÒNIA                       ,LETÒNIA                       ,"Llicenciat Universitari, Arqui",1
2011,"SENEGAL, EL                   ","SENEGAL, EL                   ",Arquitecte o Enginyer Tècnic  ,2
2014,UCRAÏNA                       ,ESPANYA                       ,Formació professional Primer G,1
2014,"PERÚ, EL                      ","PERÚ, EL                      ","Batxiller Elemental, Graduat E",109
2014,ÀUSTRIA                       ,ÀUSTRIA                       ,Batxiller superior. BUP. Batxi,3
2012,COLÒMBIA                      ,ALEMANYA                      ,"Llicenciat Universitari, Arqui",1
2012,COLÒMBIA                      ,ESPANYA                       ,"Llicenciat Universitari, Arqui",66
2014,ALGÈRIA                       ,ESPANYA                       ,Sense estudis                 ,4
2013,ESLOVÀQUIA                    ,ESLOVÀQUIA                    ,No aplicable per ser més petit,2
2014,ESPANYA                       ,EGIPTE                        ,"Batxiller Elemental, Graduat E",1
2013,REPÚBLICA DEM. DEL CONGO      ,ESPANYA                       ,Ensenyament primari incomplert,2
2016,REPUBLICA DEMOCRATICA ALEMANA ,ESPANYA                       ,"Llicenciat Universitari, Arqui",1
2016,RÚSSIA                        ,ESPANYA                       ,Formació professional de Segon,1
2016,COLÒMBIA                      ,ESPANYA                       ,Diplomat en Escoles Università,50
2017,"URUGUAI, L                    ",ESPANYA                       ,Formació professional Primer G,15
2014,BÈLGICA                       ,ESPANYA                       ,Formació professional Primer G,5
2012,NICARAGUA                     ,NICARAGUA                     ,Batxiller superior. BUP. Batxi,3
2011,ESPANYA                       ,"REGNE UNIT, EL                ",Diplomat en Escoles Università,1
2011,GHANA                         ,GHANA                         ,Altres titulacions mitjanes (A,1
2011,"LÍBAN, EL                     ","LÍBAN, EL                     ",Diplomat en Escoles Università,1
2013,TURQUIA                       ,TURQUIA                       ,"Llicenciat Universitari, Arqui",9
2017,"REPÚBLICA DOMINICANA, LA      ",ESPANYA                       ,Formació professional de Segon,9
2013,MOLDÀVIA                      ,ROMANIA                       ,"Llicenciat Universitari, Arqui",2
2011,AUSTRÀLIA                     ,ESPANYA                       ,Altres titulacions mitjanes (A,1
2017,UCRAÏNA                       ,UCRAÏNA                       ,Arquitecte o Enginyer Tècnic  ,3
2012,ESPANYA                       ,ITÀLIA                        ,No sap llegir ni escriure     ,1
2014,ESPANYA                       ,"EQUADOR, L                    ",No aplicable per ser més petit,108
2011,"MARROC, EL                    ","MARROC, EL                    ",Altres titulacions mitjanes (A,21
2015,XILE                          ,XILE                          ,Formació professional de Segon,15
2017,BÈLGICA                       ,ESPANYA                       ,Altres titulacions mitjanes (A,2
2011,BOLÍVIA                       ,ESPANYA                       ,Desconegut                    ,1
2012,VENEÇUELA                     ,"REPÚBLICA TXECA, LA           ","Llicenciat Universitari, Arqui",1
2016,ESPANYA                       ,SUÈCIA                        ,No aplicable per ser més petit,5
2014,"IRAN, L                       ","IRAN, L                       ",Diplomat en Escoles Università,3
2012,NOVA ZELANDA                  ,ESPANYA                       ,Diplomat en Escoles Università,1
2014,FRANÇA                        ,"CANADÀ, EL                    ","Batxiller Elemental, Graduat E",1
2016,VENEÇUELA                     ,ESPANYA                       ,Formació professional Primer G,5
2016,"EQUADOR, L                    ",ESPANYA                       ,Doctorat i Estudis de postgrau,4
2014,ESPANYA                       ,SUÏSSA                        ,Arquitecte o Enginyer Tècnic  ,1
2013,"ÍNDIA, L                      ","ÍNDIA, L                      ","Llicenciat Universitari, Arqui",4
2015,CUBA                          ,VENEÇUELA                     ,Arquitecte o Enginyer Tècnic  ,1
2013,"ARGENTINA, L                  ",ITÀLIA                        ,Batxiller superior. BUP. Batxi,60
2017,ESPANYA                       ,"ÍNDIA, L                      ",No aplicable per ser més petit,9
2014,FINLÀNDIA                     ,FINLÀNDIA                     ,Batxiller superior. BUP. Batxi,1
2013,BÈLGICA                       ,ESPANYA                       ,Diplomat en Escoles Università,1
2017,VENEÇUELA                     ,ITÀLIA                        ,Altres titulacions mitjanes (A,1
2017,"GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ",No aplicable per ser més petit,1
2012,NICARAGUA                     ,NICARAGUA                     ,"Batxiller Elemental, Graduat E",12
2014,MOLDÀVIA                      ,MOLDÀVIA                      ,Arquitecte o Enginyer Tècnic  ,1
2017,GEÒRGIA                       ,GEÒRGIA                       ,Diplomat en Escoles Università,3
2011,"LÍBAN, EL                     ",ESPANYA                       ,"Llicenciat Universitari, Arqui",2
2017,NICARAGUA                     ,ESPANYA                       ,"Batxiller Elemental, Graduat E",4
2013,XILE                          ,ESPANYA                       ,"Batxiller Elemental, Graduat E",37
2016,ITÀLIA                        ,"EQUADOR, L                    ","Batxiller Elemental, Graduat E",1
2017,FRANÇA                        ,"CANADÀ, EL                    ","Batxiller Elemental, Graduat E",1
2015,"ARGENTINA, L                  ",ITÀLIA                        ,Altres titulacions mitjanes (A,4
2016,"ÍNDIA, L                      ","ÍNDIA, L                      ",Desconegut                    ,5
2017,TURQUIA                       ,PORTUGAL                      ,No aplicable per ser més petit,1
2016,"ARGENTINA, L                  ","ARGENTINA, L                  ","Llicenciat Universitari, Arqui",30
2016,ALBÀNIA                       ,ALBÀNIA                       ,Desconegut                    ,5
2016,"CAMERUN, EL                   ",ESPANYA                       ,Altres titulacions mitjanes (A,1
2011,KUWAIT                        ,ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2017,"EQUADOR, L                    ",VENEÇUELA                     ,"Batxiller Elemental, Graduat E",2
2013,"EQUADOR, L                    ","EQUADOR, L                    ",No sap llegir ni escriure     ,4
2014,IRLANDA                       ,IRLANDA                       ,"Batxiller Elemental, Graduat E",2
2016,"URUGUAI, L                    ",ITÀLIA                        ,"Llicenciat Universitari, Arqui",2
2014,COLÒMBIA                      ,ITÀLIA                        ,Diplomat en Escoles Università,1
2015,GUATEMALA                     ,ITÀLIA                        ,Batxiller superior. BUP. Batxi,1
2013,ESPANYA                       ,"REPÚBLICA DOMINICANA, LA      ",Ensenyament primari incomplert,3
2012,BULGÀRIA                      ,ÀUSTRIA                       ,Ensenyament primari incomplert,1
2017,CUBA                          ,CUBA                          ,"Llicenciat Universitari, Arqui",25
2014,"GUINEA EQUATORIAL, LA         ",ESPANYA                       ,Sense estudis                 ,1
2011,VENEÇUELA                     ,PORTUGAL                      ,Desconegut                    ,2
2012,"ARGENTINA, L                  ",ALEMANYA                      ,Batxiller superior. BUP. Batxi,2
2014,ESPANYA                       ,ESPANYA                       ,No aplicable per ser més petit,24275
2015,GÀMBIA                        ,GÀMBIA                        ,"Batxiller Elemental, Graduat E",12
2012,UCRAÏNA                       ,UCRAÏNA                       ,Titulats d estudis superiors n,2
2013,"ESTATS UNITS D AMÈRICA, ELS   ",VENEÇUELA                     ,Ensenyament primari incomplert,1
2013,"ARGENTINA, L                  ",ESPANYA                       ,Formació professional Primer G,13
2014,ITÀLIA                        ,ITÀLIA                        ,Formació professional Primer G,8
2014,VENEÇUELA                     ,ITÀLIA                        ,Ensenyament primari incomplert,2
2014,"REPÚBLICA TXECA, LA           ","REPÚBLICA TXECA, LA           ",Desconegut                    ,1
2016,COREA DEL SUD                 ,ESPANYA                       ,Diplomat en Escoles Università,3
2014,PORTUGAL                      ,ESPANYA                       ,"Llicenciat Universitari, Arqui",2
2013,"REPÚBLICA TXECA, LA           ","REPÚBLICA TXECA, LA           ","Batxiller Elemental, Graduat E",3
2014,CUBA                          ,VENEÇUELA                     ,"Batxiller Elemental, Graduat E",1
2014,"SENEGAL, EL                   ","SENEGAL, EL                   ",Ensenyament primari incomplert,370
2011,MÈXIC                         ,ESPANYA                       ,Ensenyament primari incomplert,7
2015,"ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ",Batxiller superior. BUP. Batxi,8
2014,"XINA, LA                      ",ESPANYA                       ,No sap llegir ni escriure     ,6
2016,ANDORRA                       ,ESPANYA                       ,Batxiller superior. BUP. Batxi,3
2015,"EQUADOR, L                    ","EQUADOR, L                    ",Formació professional Primer G,21
2012,ALEMANYA                      ,COLÒMBIA                      ,"Llicenciat Universitari, Arqui",1
2017,ESPANYA                       ,"REGNE UNIT, EL                ",Batxiller superior. BUP. Batxi,2
2016,"PAKISTAN, EL                  ",ESPANYA                       ,"Batxiller Elemental, Graduat E",12
2016,"REPÚBLICA DOMINICANA, LA      ",VENEÇUELA                     ,Ensenyament primari incomplert,1
2017,"PARAGUAI, EL                  ","PARAGUAI, EL                  ",Arquitecte o Enginyer Tècnic  ,1
2013,BÈLGICA                       ,BÈLGICA                       ,Formació professional de Segon,2
2014,ESPANYA                       ,ESPANYA                       ,No sap llegir ni escriure     ,8946
2015,ESPANYA                       ,BOLÍVIA                       ,No aplicable per ser més petit,34
2016,VENEÇUELA                     ,PORTUGAL                      ,"Batxiller Elemental, Graduat E",6
2011,VENEÇUELA                     ,ITÀLIA                        ,Batxiller superior. BUP. Batxi,2
2012,SUÏSSA                        ,SUÏSSA                        ,Diplomat en Escoles Università,1
2011,"REGNE UNIT, EL                ","REGNE UNIT, EL                ",Formació professional de Segon,2
2014,"ÍNDIA, L                      ",ALEMANYA                      ,Ensenyament primari incomplert,1
2014,HONDURES                      ,HONDURES                      ,No sap llegir ni escriure     ,1
2011,POLÒNIA                       ,POLÒNIA                       ,Arquitecte o Enginyer Tècnic  ,3
2017,ALBÀNIA                       ,ESPANYA                       ,Diplomat en Escoles Università,1
2011,"EQUADOR, L                    ","EQUADOR, L                    ",Sense estudis                 ,41
2017,UCRAÏNA                       ,ITÀLIA                        ,"Batxiller Elemental, Graduat E",1
2015,ROMANIA                       ,ROMANIA                       ,Doctorat i Estudis de postgrau,9
2015,"MARROC, EL                    ",ESPANYA                       ,No sap llegir ni escriure     ,68
2012,"REPÚBLICA TXECA, LA           ","REPÚBLICA TXECA, LA           ","Llicenciat Universitari, Arqui",5
