DATA DE RECOLLIDA,SO2 (µg/m³),NO (µg/m³),NO2 (µg/m³),O3 (µg/m³),CO (mg/m³),PM10 (µg/m³)
30/01/2017,,125,74,9,,39
31/01/2017,,80,59,13,,32
01/02/2017,,60,64,8,,33
02/02/2017,,21,59,11,,24
03/02/2017,,52,64,22,,17
04/02/2017,,17,51,32,,
05/02/2017,,4,20,61,,
06/02/2017,,11,32,58,,26
07/02/2017,,48,59,17,,15
08/02/2017,,18,41,39,,14
09/02/2017,,54,62,17,,27
10/02/2017,,68,70,15,,33
11/02/2017,,3,26,52,,16
12/02/2017,,1,11,78,,27
13/02/2017,,2,19,68,,31
14/02/2017,,13,34,50,,20
15/02/2017,,7,27,47,,18
16/02/2017,,24,42,31,,31
17/02/2017,,36,60,16,,38
18/02/2017,,50,42,32,,32
19/02/2017,,10,37,40,,23
20/02/2017,,68,65,16,,42
21/02/2017,,111,79,11,,53
22/02/2017,,110,83,11,,54
23/02/2017,,129,87,3,,74
24/02/2017,,54,57,5,,47
25/02/2017,,19,40,28,,25
26/02/2017,,17,42,29,,30
27/02/2017,,24,53,31,,32
28/02/2017,,20,43,38,,26
01/03/2017,,28,53,30,,26
02/03/2017,,45,64,20,,35
03/03/2017,,6,40,47,,23
04/03/2017,,4,21,65,,9
05/03/2017,,8,33,36,,15
06/03/2017,,35,39,38,,19
07/03/2017,,19,46,42,,31
08/03/2017,,34,58,14,,44
09/03/2017,,58,62,17,,48
10/03/2017,,68,74,21,,60
11/03/2017,,30,58,30,,38
12/03/2017,,5,42,37,,27
13/03/2017,,21,31,37,,24
14/03/2017,,41,52,26,,38
15/03/2017,,45,62,27,,45
16/03/2017,,45,70,30,,45
17/03/2017,,54,85,26,,57
18/03/2017,,26,65,37,,
19/03/2017,,20,51,42,,
20/03/2017,,33,57,32,,42
21/03/2017,,21,41,39,,33
22/03/2017,,10,37,41,,20
23/03/2017,,6,36,47,,19
24/03/2017,,5,32,48,,15
25/03/2017,,3,29,57,,13
26/03/2017,,12,36,45,,21
27/03/2017,,14,38,46,,19
28/03/2017,,41,58,32,,30
29/03/2017,,51,58,32,,28
30/03/2017,,51,68,31,,
31/03/2017,,49,67,36,,24
01/04/2017,,7,44,36,,13
02/04/2017,,12,32,37,,14
03/04/2017,,25,46,34,,21
04/04/2017,,48,59,38,,26
05/04/2017,,8,39,63,,19
06/04/2017,,32,53,35,,27
07/04/2017,,36,59,38,,35
08/04/2017,,32,53,46,,34
09/04/2017,,11,42,55,,29
10/04/2017,,31,54,44,,35
11/04/2017,,33,48,52,,35
12/04/2017,,9,37,55,,22
13/04/2017,,25,50,48,,34
14/04/2017,,10,39,58,,29
15/04/2017,,8,33,59,,26
16/04/2017,,3,26,50,,20
17/04/2017,,4,26,53,,26
18/04/2017,,11,31,50,,33
19/04/2017,,5,31,67,,24
20/04/2017,,2,23,73,,22
21/04/2017,,25,48,54,,30
22/04/2017,,14,48,58,,30
23/04/2017,,5,37,72,,26
24/04/2017,,30,59,48,,34
25/04/2017,,13,48,53,,39
26/04/2017,,3,27,48,,14
27/04/2017,,10,30,37,,9
28/04/2017,,31,38,45,,19
29/04/2017,,12,32,62,,21
30/04/2017,,2,21,75,,17
01/05/2017,,2,15,84,,11
02/05/2017,,18,36,48,,22
03/05/2017,,6,34,47,,15
04/05/2017,,28,40,42,,25
05/05/2017,,2,17,78,,17
06/05/2017,,2,14,87,,19
07/05/2017,,1,14,77,,17
08/05/2017,,5,32,57,,23
09/05/2017,,10,36,52,,25
10/05/2017,,9,30,60,,27
11/05/2017,,6,35,58,,23
12/05/2017,,22,35,48,,26
13/05/2017,,9,36,51,,18
14/05/2017,,2,22,61,,16
15/05/2017,,26,45,41,,26
16/05/2017,,26,52,47,,32
17/05/2017,,25,51,46,,28
18/05/2017,,4,32,61,,19
19/05/2017,,6,21,62,,15
20/05/2017,,4,16,77,,15
21/05/2017,,3,22,68,,20
22/05/2017,,9,40,54,,26
23/05/2017,,13,43,55,,31
24/05/2017,,22,58,56,,47
25/05/2017,,21,58,57,,41
26/05/2017,,7,34,76,,32
27/05/2017,,2,17,97,,22
28/05/2017,,4,34,77,,25
29/05/2017,,14,44,69,,27
30/05/2017,,4,31,68,,23
31/05/2017,,15,37,64,,24
01/06/2017,,10,38,66,,26
02/06/2017,,18,49,45,,34
03/06/2017,,5,36,62,,25
04/06/2017,,2,18,65,,15
05/06/2017,,8,31,45,,16
06/06/2017,,9,31,50,,22
07/06/2017,,7,30,44,,33
08/06/2017,,6,26,57,,32
09/06/2017,,5,31,56,,27
10/06/2017,,16,39,52,,27
11/06/2017,,19,43,55,,27
12/06/2017,,21,46,56,,31
13/06/2017,,18,61,55,,37
14/06/2017,,18,62,57,,40
15/06/2017,,20,60,63,,42
16/06/2017,,7,39,83,,39
17/06/2017,,5,38,79,,34
18/06/2017,,2,22,93,,26
19/06/2017,,8,32,72,,32
20/06/2017,,5,34,70,,33
21/06/2017,,4,44,60,,39
22/06/2017,,9,48,60,,40
23/06/2017,,8,42,63,,36
24/06/2017,,1,22,72,,43
25/06/2017,,1,14,66,,23
26/06/2017,,6,29,59,,26
27/06/2017,,5,26,61,,29
28/06/2017,,6,23,64,,24
29/06/2017,,12,23,52,,17
30/06/2017,,10,22,55,,26
01/07/2017,,3,16,65,,14
02/07/2017,,6,21,59,,17
03/07/2017,,6,31,52,,24
04/07/2017,,14,35,52,,28
05/07/2017,,16,33,49,,29
06/07/2017,,5,28,63,,30
07/07/2017,,5,23,83,,27
08/07/2017,,1,18,85,,24
09/07/2017,,1,19,82,,25
10/07/2017,,2,22,70,,27
11/07/2017,,3,20,71,,28
12/07/2017,,11,25,54,,33
13/07/2017,,8,26,55,,34
14/07/2017,,4,22,49,,24
15/07/2017,,3,25,59,,31
16/07/2017,,2,25,69,,29
17/07/2017,,3,30,77,,23
18/07/2017,,3,26,81,,34
19/07/2017,,7,27,66,,29
20/07/2017,,1,11,91,,26
21/07/2017,,7,35,64,,33
22/07/2017,,2,24,73,,28
23/07/2017,,1,15,67,,24
24/07/2017,,10,26,59,,25
25/07/2017,,5,19,54,,15
26/07/2017,,3,19,59,,22
27/07/2017,,16,34,46,,32
28/07/2017,,3,20,47,,24
29/07/2017,,6,22,48,,20
30/07/2017,,4,24,52,,22
31/07/2017,,1,13,72,,27
