CODI,NOM DEL CENTRE,ADREÇA,TIPUS SUBMINISTRAMENT,ANY,MES,CONSUM,COST
EDI123,CENTRE CULTURAL MUNICIPAL,"C/Joan Camps, 1, baixos",Aigua,2013,Gener,117,€145.14
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Aigua,2013,Març,351,€406.62
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Gas,2011,Agost,612,€147.65
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Gas,2014,Desembre,15800,€1096.49
FLO001,SERVEIS UOS,SERVEIS UOS,Gasoil,2014,Juliol,20684,€2929.77
EDI077,ROCA UMBERT COLLES BLANCS I BLAUS,ENRIC PRAT DE LA RIBA LOCAL A,Aigua,2012,Juliol,4,€22.69
ESC011,COL.LEGI FÀTIMA,C/ MARIA PALAU,Gas,2014,Gener,16528,€1131.87
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Electricitat,2011,Maig,7040,€1304.01
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Gas,2016,Agost,0,€109.18
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Electricitat,2011,Juny,4361,€792.49
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Aigua,2015,Gener,172,€149.38
EDI029,CAMPANAR,PL ESGLESIA S/N,Electricitat,2012,Novembre,17,€31.34
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2014,Desembre,4662,€965.59
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Gas,2011,Maig,7591,€492.77
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Aigua,2015,Juliol,288,€363.46
FLO008,SALUT PUBLICA I CONSUM,SALUT PUBLICA I CONSUM,Gasoil,2014,Agost,917,€145.69
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Aigua,2013,Gener,170,€240.49
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Electricitat,2011,Novembre,2506,€530.75
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Electricitat,2016,Març,3443,€787.49
FLO001,SERVEIS UOS,SERVEIS UOS,Gasoil,2012,Maig,11127,€1621.23
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Aigua,2015,Gener,630,€759.89
EDI132,CENTRE OBERT PASSEIG DE LA MUNTANYA,PG / MUNTANYA 0143 BJ - LOCAL,Electricitat,2011,Març,21,€44.72
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Gas,2016,Setembre,253,€32.73
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Gas,2013,Abril,9194,€760.35
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2013,Juliol,3109,€679.94
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Electricitat,2013,Febrer,3148,€587.38
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Electricitat,2012,Agost,429,€276.57
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Gas,2015,Març,13497,€860.71
EDI013,AAVV PONENT,C/RAFAEL CASANOVA. 52,Electricitat,2012,Setembre,87,€44.77
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Aigua,2012,Octubre,169,€188.69
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Aigua,2016,Juliol,495,€637.62
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Gas,2015,Juny,2369,€313.55
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Electricitat,2013,Novembre,4012,€845.50
ESP017,CASAL DE L'ESPORT,C/ GIRONA 52 - 54,Electricitat,2016,Gener,1149,€370.25
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Gas,2011,Agost,6350,€475.37
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2015,Març,5099,€1034.08
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Electricitat,2014,Agost,218,€356.68
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Gas,2013,Juliol,4629,€396.61
FLO001,SERVEIS UOS,SERVEIS UOS,Gasoil,2013,Desembre,24664,€3502.78
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Gas,2016,Abril,6373,€400.27
BOM012,SISTEMA DE REG DE LA CONCA Jordi Camp,PASSEIG FLUVIAL C/ Jordi Camp,Electricitat,2011,Abril,27,€14.36
EDI104,LOCAL PUIG DE LES FORQUES,C/ VENEÇUELA S/N,Aigua,2011,Març,1,€20.62
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Gas,2014,Novembre,8666,€626.22
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Gas,2016,Febrer,13157,€873.84
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,Electricitat,2016,Abril,7658,€1412.53
ESP008,PAVELLÓ CLUB BÀSQUET GRANOLLERS,C/ GIRONA S/N,Electricitat,2011,Febrer,15050,€3555.68
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Gas,2015,Agost,115,€127.33
EDI048,MAGATZEM INFORMÀTICA,C/ TORRAS I BAGES 15 2n,Electricitat,2011,Setembre,3172,€533.73
ESC011,COL.LEGI FÀTIMA,C/ MARIA PALAU,Electricitat,2013,Octubre,5199,€976.00
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Electricitat,2013,Juliol,5763,€1287.55
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Gas,2013,Novembre,8613,€621.48
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Electricitat,2012,Setembre,7892,€1618.83
ESP021,PISTES MUNICIPALS DE TENNIS,C/. CAMP DE LES MORERES 0023 LOC 08401,Aigua,2013,Octubre,85,€202.56
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Aigua,2015,Març,0,€25.74
EDI121,TEATRE AUDITORI,C/ GREGORI RESINA,Electricitat,2014,Agost,10967,€3789.18
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Gas,2011,Agost,0,€75.44
EDI002,PIS AJUDA POBLE SAHARAUI (8è),1ª MARQUES DE LES FRANQUESES 146 8 - 3,Aigua,2015,Juliol,24,€19.04
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Electricitat,2015,Març,14321,€2622.76
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Aigua,2013,Juliol,0,€24.52
FLO011,ESPAIS VERDS,ESPAIS VERDS,Gasoil,2016,Març,4854,€511.07
EDI020,SALA FRANCESC TARAFA,CORRO 47,Aigua,2014,Juliol,129,€147.97
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Gas,2011,Febrer,15403,€838.35
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Electricitat,2016,Juliol,1976,€452.76
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Gas,2016,Abril,8671,€488.77
EDI005,EDIFICI AISS,AV DEL PARC 9,Electricitat,2014,Octubre,2856,€620.92
EDI124,MAGATZEM MUSEU GRANOLLERS,"Av. Sant Julià 206, Nau 24",Electricitat,2012,Octubre,0,€86.02
ESP017,CASAL DE L'ESPORT,C/ GIRONA 52 - 54,Electricitat,2013,Juny,1056,€238.21
FLO012,PAT.MUN.MUSEO,PAT.MUN.MUSEO,Gasoil,2015,Abril,856,€102.68
FLO014,ALCALDIA,ALCALDIA,Gasoil,2015,Novembre,1020,€117.52
EDI010,CENTRE CIVIC JAUME OLLER,MARE DE DÉU DE MONTSERRAT 47,Electricitat,2011,Febrer,933,€177.50
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Aigua,2015,Març,266,€331.39
EDI027,OFICINA D'INFORMACIO TURÍSTICA,SANT ROC 14,Aigua,2013,Març,0,€24.52
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Aigua,2011,Gener,239,€226.36
EDI057,ESPAI ACTIU GENT GRAN,ST JOSEP DE CALASSANÇ 127,Electricitat,2011,Març,3436,€655.51
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Electricitat,2014,Octubre,11549,€4007.17
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Gas,2011,Setembre,0,€97.65
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Aigua,2012,Març,22,€34.68
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Aigua,2013,Juliol,452,€501.76
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Gas,2014,Setembre,10855,€787.90
EDI027,OFICINA D'INFORMACIO TURÍSTICA,SANT ROC 14,Aigua,2015,Juliol,1,€26.00
EDI082,CAN JONCH CENTRE CIVIC PER LA PAU,REC 19,Electricitat,2014,Gener,6550,€1352.27
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Aigua,2015,Gener,18,€29.18
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Aigua,2016,Març,167,€190.78
FLO010,ESPORTS,ESPORTS,Gasoil,2013,Octubre,631,€92.65
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Gas,2016,Setembre,3473,€273.13
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Gas,2011,Maig,2192,€224.62
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Electricitat,2012,Abril,7718,€1388.82
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Electricitat,2014,Desembre,6956,€1377.69
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Aigua,2014,Octubre,17,€38.05
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Electricitat,2012,Febrer,9502,€1871.35
EDI099,BAR CAMP DE FUTBOL 1R. MAIG CONGOST,PIUS XII,Aigua,2014,Març,23,€51.39
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Gas,2013,Febrer,10400,€760.88
EDI101,CENTRE OBERT DE PONENT,C/RAFAEL DE CASANOVA.70,Gas,2014,Desembre,2936,€208.77
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Electricitat,2016,Novembre,15324,€1900.39
EDI101,CENTRE OBERT DE PONENT,C/RAFAEL DE CASANOVA.70,Electricitat,2011,Maig,682,€221.63
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Aigua,2013,Juliol,110,€146.79
ESC011,COL.LEGI FÀTIMA,C/ MARIA PALAU,Gas,2015,Abril,9156,€691.24
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Electricitat,2011,Novembre,1752,€380.14
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Aigua,2011,Gener,414,€370.84
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Aigua,2015,Octubre,245,€366.85
REG190,FONT ORNAMENTAL PL SERRAT I BONASTRE,PL SERRAT I BONASTRE s/n,Electricitat,2016,Novembre,1089,€267.97
EDI067,CASETA JARDI PARC PONENT,RAFAEL DE CASANOVA - PARC PONENT,Electricitat,2013,Agost,69,€42.70
EDI078,CENTRE ASSISTENCIA INTEGRAL FAMILIA - CAIF,1ª MARQUES DE LES FRANQUESES 123,Electricitat,2016,Gener,863,€280.77
FLO003,ORGANITZACIO I LOGISTICA,ORGANITZACIO I LOGISTICA,Gasoil,2012,Maig,65,€9.92
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Electricitat,2013,Octubre,3640,€852.32
EDI071,CENTRE D'EDUCACIÓ AMBIENTAL CAN CABANYES,CAN GORDI - CAN CATALÀ,Electricitat,2013,Juny,482,€212.73
FLO003,ORGANITZACIO I LOGISTICA,ORGANITZACIO I LOGISTICA,Gasoil,2013,Desembre,171,€27.02
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2013,Agost,20662,€2852.17
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Electricitat,2012,Novembre,19231,€4105.44
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Gas,2011,Gener,30695,€1550.24
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Aigua,2015,Març,0,€51.32
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Aigua,2016,Gener,0,€47.70
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Aigua,2015,Gener,82,€105.99
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Electricitat,2016,Febrer,6177,€957.24
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Gas,2016,Abril,5888,€351.71
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Electricitat,2016,Setembre,2256,€385.13
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Electricitat,2014,Juliol,3433,€1081.65
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Electricitat,2016,Maig,3029,€785.54
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Aigua,2016,Octubre,376,€458.76
EDI102,CASA DEL MESTRE DE PALOU,PS DOCTOR FABREGAS 38,Aigua,2012,Març,0,€28.15
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Gas,2015,Agost,9042,€726.63
FLO003,ORGANITZACIO I LOGISTICA,ORGANITZACIO I LOGISTICA,Gasoil,2014,Juliol,208,€33.66
EDI087,CENTRE OBERT SUD,JULIA CENTELLES 14,Gas,2015,Abril,4354,€296.63
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Electricitat,2013,Desembre,6470,€1492.89
EDI016,BIBLIOTECA JOAN CAMPS,ROGER DE FLOR 66,Electricitat,2012,Agost,27,€146.43
EDI123,CENTRE CULTURAL MUNICIPAL,"C/Joan Camps, 1, baixos",Electricitat,2016,Novembre,3093,€682.48
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Electricitat,2011,Febrer,1064,€287.59
EDI070,GUARDIA URBANA,ISABEL DE VILLENA S/N,Aigua,2011,Octubre,153,€147.07
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Electricitat,2015,Febrer,5571,€1072.53
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Electricitat,2015,Setembre,2256,€548.90
BOM004,BOMBA AIGUA,CARLES RIBA ESQ OLIVAR LOCAL,Electricitat,2016,Novembre,19,€32.43
EDI079,BIBLIOTECA ROCA UMBERT,"MARE DE DÉU DE MONTSERRAT, 36",Aigua,2014,Gener,180,€227.67
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Electricitat,2012,Maig,5034,€1023.47
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Electricitat,2012,Març,4235,€767.13
REG156,JARDÍ DE FÀTIMA,CAMÍ VELL DE CANOVELLES,Electricitat,2013,Desembre,76,€63.20
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Gas,2011,Agost,1279,€95.64
EDI034,OFICINA MUNICIPAL ACOLLIDA (ANTIC GRA),CORRO 49,Electricitat,2012,Abril,2580,€588.90
EDI125,OFICINES MEDI AMBIENT i GRANOLLERS PROMOCIONS,"SANT JAUME 16, 5è, 1a",Electricitat,2013,Gener,4436,€453.63
BOM009,FONT ARGENTINA/COSTA RICA,FONT ARGENTINA/COSTA RICA,Electricitat,2012,Setembre,0,€71.97
BOM001,AFORES 100 BOMBA AGUA horts?,AFORES 100 BOMBA AGUA Horts?,Electricitat,2011,Octubre,49,€98.49
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Electricitat,2012,Desembre,5937,€1154.29
EDI030,EDIFICI PORTALET,PORTALET 4,Electricitat,2014,Desembre,10448,€1732.96
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2013,Juliol,2111,€556.72
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2014,Desembre,34583,€10489.26
ESP017,CASAL DE L'ESPORT,C/ GIRONA 52 - 54,Electricitat,2015,Agost,800,€228.39
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Gas,2011,Maig,16412,€996.09
EDI048,MAGATZEM INFORMÀTICA,C/ TORRAS I BAGES 15 2n,Electricitat,2015,Gener,800,€333.98
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2015,Març,3517,€856.25
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Gas,2011,Desembre,10156,€729.51
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Electricitat,2014,Maig,2484,€461.22
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Electricitat,2014,Setembre,2953,€686.01
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Electricitat,2013,Febrer,4611,€1135.56
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Gas,2013,Abril,4683,€414.40
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Electricitat,2013,Maig,6346,€1262.22
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Electricitat,2011,Abril,15864,€3457.47
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Aigua,2014,Octubre,150,€204.99
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Gas,2013,Juny,0,€118.48
EDI024,SALA CULTURA SANT FRANCESC,ESPI I GRAU 1,Electricitat,2013,Novembre,1925,€666.39
EDI030,EDIFICI PORTALET,PORTALET 4,Electricitat,2015,Març,12340,€2023.60
EDI013,AAVV PONENT,C/RAFAEL CASANOVA. 52,Electricitat,2015,Octubre,321,€117.77
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Gasoil,2014,Gener,49800,€4560.00
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Electricitat,2013,Novembre,2834,€508.85
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Gas,2011,Juliol,597,€130.20
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2015,Març,30110,€7667.12
EDI020,SALA FRANCESC TARAFA,CORRO 47,Gas,2012,Abril,3963,€377.68
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Gas,2015,Gener,24976,€1625.24
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Gas,2014,Agost,159,€79.59
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Gas,2011,Maig,3988,€319.07
EDI030,EDIFICI PORTALET,PORTALET 4,Electricitat,2013,Juliol,20792,€4262.52
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2014,Desembre,16282,€2373.81
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Electricitat,2011,Abril,528,€110.86
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Electricitat,2014,Gener,10766,€2060.20
FLO006,AREA ECONOMICA,AREA ECONOMICA,Gasoil,2014,Juny,306,€52.29
EDI019,ANTENA EMISSORA RADIO GUARDIA RUBANA,CAMI CEMENTIRI 1,Electricitat,2014,Febrer,4667,€848.65
EDI103,SIRIUS (CENTRE AUTONOMIA PERSONAL),C/ ALMOGAVARS. 24 A,Electricitat,2014,Gener,1510,€319.62
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Electricitat,2012,Juliol,3741,€715.42
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2013,Juliol,15367,€5861.75
EDI035,AAVV JOAN PRIM CENTRE,CORRO 192,Aigua,2011,Gener,1,€20.47
EDI086,REPETIDOR TV,CAN JANE,Electricitat,2011,Gener,74473,€12430.88
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Electricitat,2011,Desembre,2760,€643.27
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Aigua,2012,Març,10,€134.38
EDI124,MAGATZEM MUSEU GRANOLLERS,"Av. Sant Julià 206, Nau 24",Aigua,2014,Març,0,€25.63
EDI005,EDIFICI AISS,AV DEL PARC 9,Aigua,2012,Març,399,€396.44
BOM013,RAFAEL CASANOVAS S/N,C/Rafael Casanovas,Electricitat,2016,Juliol,610,€129.70
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Gas,2014,Desembre,28283,€1924.92
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Gas,2012,Juny,1257,€172.15
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Gas,2016,Juny,3451,€298.52
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Gas,2013,Juny,0,€218.96
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Electricitat,2015,Octubre,2115,€458.41
EDI127,ALBERG ROQUES BLANQUES,Barri Rocas Blancas s/n baix,Electricitat,2013,Març,6780,€1075.29
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Gas,2012,Juliol,1659,€323.81
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Electricitat,2012,Març,4932,€1048.62
EDI073,ESCOLA DE MUSICA JOSEP Ma RUERA,GREGORI RESINA,Electricitat,2011,Juny,9021,€2013.35
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Gas,2012,Desembre,7665,€652.66
ESP021,PISTES MUNICIPALS DE TENNIS,C/. CAMP DE LES MORERES 0023 LOC 08401,Electricitat,2015,Maig,5176,€1004.09
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Electricitat,2014,Octubre,1960,€688.66
EDI132,CENTRE OBERT PASSEIG DE LA MUNTANYA,PG / MUNTANYA 0143 BJ - LOCAL,Aigua,2014,Gener,0,€24.63
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Gas,2016,Març,16026,€1061.68
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Aigua,2016,Juny,174,€246.88
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Gas,2012,Gener,28205,€1759.42
EDI079,BIBLIOTECA ROCA UMBERT,"MARE DE DÉU DE MONTSERRAT, 36",Electricitat,2012,Juny,82413,€12184.27
EDI049,AAVV GRANOLLERS NORD,C/ FIGUERES 15,Aigua,2012,Juliol,2,€22.35
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Electricitat,2016,Desembre,4555,€987.98
EDI067,CASETA JARDI PARC PONENT,RAFAEL DE CASANOVA - PARC PONENT,Electricitat,2015,Juny,40,€43.20
FLO008,SALUT PUBLICA I CONSUM,SALUT PUBLICA I CONSUM,Gasoil,2011,Maig,1078,€151.09
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Gas,2011,Febrer,19870,€1138.02
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Electricitat,2011,Abril,2518,€477.55
EDI033,EDIFICI ANNEX AL CAIF (ANTIC AAVV LLEDONER),1ª MARQUES DE LES FRANQUESES 125,Electricitat,2013,Juliol,0,€100.13
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Gas,2014,Agost,4471,€378.96
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Gas,2015,Març,26788,€1673.64
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Electricitat,2016,Juliol,7574,€1244.46
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Electricitat,2011,Gener,1604,€467.20
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Electricitat,2011,Juliol,430,€190.53
EDI081,CENTRE CIVIC NORD,ROSSELLO 79,Electricitat,2016,Novembre,11982,€1810.46
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Gas,2016,Maig,8563,€474.89
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2015,Juny,20989,€2590.22
EDI033,EDIFICI ANNEX AL CAIF (ANTIC AAVV LLEDONER),1ª MARQUES DE LES FRANQUESES 125,Electricitat,2015,Març,0,€121.56
EDI071,CENTRE D'EDUCACIÓ AMBIENTAL CAN CABANYES,CAN GORDI - CAN CATALÀ,Electricitat,2015,Agost,738,€272.35
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Electricitat,2014,Agost,2624,€581.76
BOM012,SISTEMA DE REG DE LA CONCA Jordi Camp,PASSEIG FLUVIAL C/ Jordi Camp,Electricitat,2013,Febrer,24,€11.39
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Electricitat,2012,Setembre,2228,€495.72
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Electricitat,2011,Desembre,5440,€893.82
EDI074,ROCA UMBERT CUB BUCS MUSICALS,MONTSERRAT S/N,Aigua,2011,Octubre,8,€28.75
EDI121,TEATRE AUDITORI,C/ GREGORI RESINA,Electricitat,2016,Abril,20146,€4434.65
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Gas,2014,Maig,3167,€306.61
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Gas,2016,Novembre,15010,€785.98
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Gas,2013,Setembre,2073,€260.07
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Aigua,2016,Juliol,460,€542.69
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Aigua,2012,Març,447,€435.66
